Manual order,Kosambi,Mādhavānanda,Gopinath1896-img,Gopinath1914-img,Gopinath-num,SB spardha num,SB spardha text (some hyphens and spaces added),GRETIL,Ryder,Tawney n,Tawney
31,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-100.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-094.jpg,31,8,"lāṅgūlacālanamadhaścaraṇāvapātaṃ
bhūmau nipatya vadanodaradarśanaṃ ca |
śvā piṇḍadasya kurute gajapuṅgavastu
dhīraṃ vilokayati cāṭuśataiśca bhuṅkte ||31||","
                lāṅgūla-cālanam adhaś-caraṇāvapātaṃ
                bhūmau nipatya vadanodara-darśanaṃ ca |
                śvā piṇḍadasya kurute gaja-puṅgavas tu
                dhīraṃ vilokayati cāṭu-śataiś ca bhuṅkte || BharSt_1.31 ||
            ","
                DIGNITY

                The dog will roll, and wag his tail, and fawn,
                Show mouth and belly, just to get some meat;
                The majestic elephant gazes gravely on;
                Till coaxed a hundred times, he will not eat.              
            ",33,"  Dogs fawn on those who bring them meat,
  And grovel whimpering at their feet
  With upturned throat, and wag their tails in gamesome mood;
  But the huge elephant erect
  Bates not one jot of self-respect,
  And after thousand coaxings deigns to taste his food.
"
32,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-101.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-095.jpg,32,4,"parivartini saṃsāre mṛtaḥ ko vā na jāyate ||
sa jāto yena jātena yāti vaṃśaḥ samunnatim ||32||","
                parivartini saṃsāre
                mṛtaḥ ko vā na jāyate |
                sa jāto yena jātena
                yāti vaṃśaḥ samunnatim || BharSt_1.32 ||
            ","
                All men alike, birth after birth,
                Enter upon a life on earth;
                  But he is born indeed, whose house
                Gains glory from his sterling worth.              
            ",34,"  In this revolving world the dead
    Are ever born again,
  But he is truly born whose race
    By him doth praise attain.
"
33,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-102.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-096.jpg,33,5,"kusumastabakasyeva dvayī vṛttirmanasvinaḥ |
mūrdhni vā sarvalokasya śīryate vana eva vā ||33||","
                kusuma-stavakasyeva
                dvayī vṛttir manasvinaḥ |
                mūrdhni vā sarva-lokasya
                śīryate vana eva vā || BharSt_1.33 ||
            ","
                ONE FATE OF TWO

                One fate of two for the jasmine flower,
                The same for the wise and good;
                To shine at the head of all the world,
                Or to wither in the wood.              
            ",35,"  Two paths are open to the proud,
    As to the woodland flowers,
  Which flourish high above the crowd,
    Or wither in the bowers.
"
34,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-103.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-097.jpg,34,15,"santyanye:'pi bṛhaspatiprabhṛtayaḥ sambhāvitāḥ pañcaṣāḥ
tān pratyeṣa viśeṣavikramarucī rāhurna vairāyate |
dvāveva grasate divākaraniśāprāṇeśvarau bhāsurau
bhrātaḥ ! parvaṇi paśya dānavapatiḥ śīrṣāvaśeṣākṛtiḥ ||34||","
                santy anye 'pi bṛhaspati-prabhṛtayaḥ sambhāvitāḥ pañcaṣās
                tān praty eṣa viśeṣa-vikrama-rucī rāhur na vairāyate |
                dvāv eva grasate divākara-niśā-prāṇeśvarau bhāskarau
                bhrātaḥ parvaṇi paśya dānava-patiḥ śīrṣāvaśeṣākṛtiḥ || BharSt_1.34 ||
            ",,36,"  Rahu spares the lesser planets
    As unworthy of his might,
  But he wreaks his lawful vengeance
    On the lords of day and night."
35,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-108.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-098.jpg,35,,,"
                vahati bhuvana-śreṇiṃ śeṣaḥ phaṇāphalaka-sthitāṃ
                kamaṭha-patinā madhye-pṛṣṭhaṃ sadā sa ca dhāryate |
                tam api kurute kroḍādhīnaṃ payodhir anādarād
                ahaha mahatāṃ niḥsīmānaś caritra-vibhūtayaḥ || BharSt_1.35 ||
            ",,37,"  On his hood the serpent Sesha doth this triple world uphold,
  On the broad back of the tortoise he lies stretched in many a fold,
  On the ocean's breast the tortoise like a speck eludes the sight:
  Who in thought can limit greatness, or set bounds to Nature's might?"
36,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-109.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-099.jpg,36,20,"varaṃ pakṣa-cchedaḥ sa-mada-maghavan-mukta-kuliśa-
prahārair udgacchad-vahala-dahanodgāra-gurubhiḥ |
tuṣārādreḥ sūnor ahaha pitari kleśa-vivaśe
na cāsau sampātaḥ payasi payasāṃ patyur ucitaḥ ||36||","
                varaṃ pakṣa-cchedaḥ samadamaghavan-mukta-kuliśaprahārair
                udgacchad-bahula-dahanodgāra-gurubhiḥ |
                tuṣārādreḥ sūnor ahaha pitari kleśa-vivaśe
                na cāsau sampātaḥ payasi payasāṃ patyur ucitaḥ || BharSt_1.36 ||
            ",,38,"  Better had the mount Mainaka borne the brunt of Indra's ire,
  Than thus plunged beneath the ocean severed from his sorrowing sire:
  Though he saved unharmed his pinions from the blazing thunder-stone,
  Yet he mourns amid the waters for his self-abandoned throne."
37,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-104.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-100.jpg,37,,,"
                yad acetano 'pi pādaiḥ
                spṛṣṭaḥ prajvalati saviturinakāntaḥ |
                tattejasvī puruṣaḥ
                parakṛtavikṛtiḥ kathaṃ sahate ||
            ",,39,"  The sun-gem touched by Heaven's rays,
  Though void of sense, is all ablaze;
  How then can men of spirit brook
  A fellow-mortal's scornful look ?
"
38,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-105.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-101.jpg,38,,,"
                siṃhaḥ śiśur api nipatati
                mada-malina-kapola-bhittiṣu gajeṣu |
                prakṛtir iyaṃ sattvavatāṃ
                na khalu vayas tejaso hetuḥ || BharSt_1.37 ||
            ",,40,"  A lion's whelp will boldly face th' earth-shaking monarch's rage,
  For valour dwells in valourous kind, without regard of age."
,,,,,,,,,,41,On Wealth
39,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-106.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-102.jpg,39,16,"jātiryātu rasātalaṃ guṇagaṇastatasyāpyadho gacchatāt
śīlaṃ śailataṭātpatatvabhijanaḥ sandahyatāṃ vahninā |
śaurye vairiṇi vajramāśu nipatatvartho:'stu naḥ kevalaṃ
yenaikena vinā guṇāstṛṇalavaprāyāḥ samastā ime ||39||","
                jātir yātu rasātalaṃ guṇa-gaṇais tatrāpy adho gamyatāṃ
                śīlaṃ śaila-taṭāt patatv abhijanaḥ sandahyatāṃ vahninā |
                śaurye vairiṇi vajram āśu nipatatv artho 'stu naḥ kevalaṃ
                yenaikena vinā guṇas tṛṇa-lava-prāyāḥ samastā ime || BharSt_1.38 ||
            ",,42,"  Down to the lowest pit with rank, and gifts that all admire;
  Hurl virtue headlong from the steep, burn pedigrees with fire;
  On valour let the bolt descend: for wealth alone we pray,
  Without which noble qualities are vile as mouldy hay."
40,,,,,,,,"
                dhanam arjaya kākutstha
                dhana-mūlam idaṃ jagat |
                antaraṃ nābhijānāmi
                nirdhanasya mṛtasya ca || BharSt_1.39 ||
            ",,,
41,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-107.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-103.jpg,40,9,"tānīndriyāṇyavikalāni tadeva nāma
sā buddhirapratihatā vacanaṃ tadeva |
arthoṣmaṇā virahitaḥ puruṣaḥ sa eva
tvanyaḥ kṣaṇena bhavatīti vicitrametat ||40||","
                tānīndriyāṇy avikalāni tad eva nāma
                sā buddhir apratihatā vacanaṃ tad eva |
                arthoṣmaṇā virahitaḥ puruṣaḥ kṣaṇena
                so 'py anya eva bhavatīti vicitram etat || BharSt_1.40 ||
            ","
                THE POWER OF MONEY

                His powers are still the same, his actions too,
                His mind is quite as keen, his speech as true;
                Yet he has undergone a wondrous change—
                He lost his money. Do you think it strange?
            ",43,"  With mind and senses unimpaired,
    In act and voice the same,
  He moves among us like a ghost,
    Wealth's warmth has left his frame.
"
42,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-110.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-104.jpg,41,12,"yasyāsti vittaṃ sa naraḥ kulīnaḥ sa paṇḍitaḥ sa śrutavān guṇajñaḥ |
sa eva vaktā sa ca darśanīyaḥ sarve guṇāḥ kāñcanamāśrayanti ||41||","
                yasyāsti vittaṃ sa naraḥ kulīnaḥ
                sa paṇḍitaḥ sa śrutavān guṇajñaḥ |
                sa eva vaktā sa ca darśanīyaḥ
                sarve guṇāḥ kāñcanam āśrayanti || BharSt_1.41 ||
            ","
                The rich man is of noble birth,
                Has learning, sense, and sterling worth;
                Is eloquent, and beauty's mould—
                For every virtue clings to gold.              
            ",44,"  The man of means is eloquent,
    Brave, handsome, noble, wise;
  All qualities with gold are sent,
    And vanish when it flies."
43,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-111.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-105.jpg,42,17,"daurmantryānnṛpatirvinaśyati yatiḥ saṅgāt suto lālanād
vipro:'nadhyanāt kulaṃ kutanayācchīlaṃ khalopāsanāt |
hrīrmadyādanavekṣaṇādapi kṛṣiḥ snehaḥ pravāsāśrayān -
maitrī cāpraṇayāt samṛddhiranayāt tyāgaḥ pramādād-dhanam ||42||","
                daurmantryān nṛpatir vinaśyati yatiḥ saṅgāt suto lālanāt
                vipro 'nadhyayanāt kulaṃ kutanayāc chīlaṃ khalopāsanāt |
                hrīr madyād anavekṣaṇād api kṛṣiḥ snehaḥ pravāsāśrayān
                maitrī cāpraṇayāt samṛddhir anayāt tyāga-pramādād dhanam || BharSt_1.42 ||
            ",,45,"  The king by evil counsel falls,
    By worldliness the saint,
  Brahmans by want of sacred lore,
    Bad friends good manners taint;
  Indulgence spoils a son, and he
    Upon his race brings shame,
  Continual absence poisons love,
    Neglect cools friendship's flame;
  Carelessness ruins husbandry,
    Wrong saps a nation's health,
  Wine chases modesty, unthrift
    And largess squander wealth."
44,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-112.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-106.jpg,43,,,"
                dānaṃ bhogo nāśas
                tisro gatayo bhavanti vittasya |
                yo na dadāti na bhuṅkte
                tasya tṛtīyā gatir bhavati || BharSt_1.43 ||
            ",,46,"  Three courses open lie to wealth, to give, enjoy, or lose,
  Who shrinketh from the former two, perforce the third doth choose.
"
45,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-113.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-107.jpg,44,21,"maṇiḥ śāṇollīḍhaḥ samaravijayī hetidalito
madakṣīṇo nāgaḥ śaradi saritaḥ śyānapulināḥ |
kalāśeṣaścandraḥ suratamṛditā bālavanitā
tanimnā śobhante galitavibhavāścārthiṣu narāḥ ||44||","
                maṇiḥ śāṇollīḍhaḥ samara-vijayī heti-dalito
                mada-kṣīṇo nāgaḥ śaradi saritaḥ śyāna-pulināḥ |
                kalā-śeṣaś candraḥ surata-mṛditā bāla-vanitā
                tan-nimnā śobhante galita-vibhavāś cārthiṣu narāḥ || BharSt_1.44 ||
            ",,47,"  Less in size the polished jewel, but its rays far brighter gleam,
  Who regrets the dwindling sandbanks when boon autumn swells the stream?
  Glorious we hold the victor, though his life-blood gild the plain,
  Such the generous soul's undoing, that which seemeth loss is gain."
46,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-114.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-108.jpg,45,,,"
                parikṣīṇaḥ kaścit spṛhayati yavānāṃ prasṛtaye
                sa paścāt sampūrṇaḥ kalayati dharitrīṃ tṛṇa-samām |
                ataś cānaikāntyād guru-laghutayā 'rtheṣu dhaninām
                avasthā vastūni prathayati ca saṅkocayati ca || BharSt_1.45 ||
            ",,48,"  Lo! the same man who longs for a handful of meal
    As a treasure of infinite worth,
  When his hunger is sated, esteems not a straw
    All the riches and glories of earth ;
  Hence this moral we draw—in this transient world
    Nothing 's trifling or great in itself,
  'Tis the mind that projects its own hues on the mass,
    Now 'tis gold, now 'tis counted but pelf."
47,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-115.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-109.jpg,46,10,"rājan ! dudhukṣasi yadi kṣitidhenumetāṃ
tenādya vatsamiva lokamamuṃ puṣāṇa |
tasmiṃśca samyaganiśaṃ paripoṣyamāṇe
nānāphalaiḥ phalati kalpalateva bhūmiḥ ||46||","
                rājan dudhukṣasi yadi kṣiti-dhenum etāṃ
                tenādya vatsam iva lokam amuṃ puṣāṇa
                tasmiṃś ca samyag aniśaṃ paripoṣyamāṇe
                nānā-phalaiḥ phalati kalpalateva bhūmiḥ || BharSt_1.46 ||
            ",,49,"  King, if thou wish the earth to yield to thee the milk of wealth,
  Cherish its offspring, let thy care be for thy people's health;
  For if thou watch to do them good with seldomsleeping eyes,
  Thy realms with golden fruits shall bloom like trees of Paradise.
"
48,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-116.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-110.jpg,47,11,"satyānṛtā ca paruṣā priyavādinī ca
hiṃsrā dayālurapi cārthaparā vadānyā |
nityavyayā pracuranityadhanāgamā ca
vārāṅganeva nṛpanītiranekarupā ||47||","
                satyānṛtā ca paruṣā priya-vādinī ca
                hiṃsrā dayālur api cārthaparā vadānyā |
                nitya-vyayā pracura-nitya-dhanāgamā ca
                vārāṅganeva nṛpa-nītir aneka-rūpā || BharSt_1.47 ||
            ",,50,"  Grasping and bountiful, cruel and kind,
  Savage and merciful, watchful and blind,
  Truthful and treacherous, policy's art
  Changeth its shape as an actress her part.
"
49,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-117.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-111.jpg,48,,,"
                ājñā kīrtiḥ pālanaṃ brāhmaṇānāṃ
                dānaṃ bhogo mitra-saṃrakṣaṇaṃ ca
                yeṣām ete ṣaḍguṇā na pravṛttāḥ
                ko 'rthas teṣāṃ pārthivopāśrayeṇa || BharSt_1.48 ||
            ",,51,"  Fame, might, the power to give and spend,
  To nourish Brahmans, help a friend,
  These blessings are a courtier's lot;
  What boots his toil who gains them not?
"
